frame_id,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,posture,action
5343,5,918,158,1184,253,standing,diet
5343,6,739,543,985,659,side lying,normal
5343,7,582,33,918,288,side lying,normal
5343,8,1118,311,1198,543,prone lying,normal
5344,1,669,397,967,573,standing,normal
5344,2,932,274,1163,419,prone lying,normal
5344,3,958,391,1141,558,side lying,normal
5344,4,917,515,1110,627,side lying,normal
5344,5,918,158,1184,253,standing,diet
5344,6,738,542,986,659,side lying,normal
5344,7,582,33,918,288,side lying,normal
5344,8,1118,311,1198,543,prone lying,normal
5345,1,669,397,967,573,standing,normal
5345,2,933,274,1163,419,prone lying,normal
5345,3,957,390,1142,558,side lying,normal
5345,4,919,515,1111,627,side lying,normal
5345,5,917,158,1184,253,standing,diet
5345,6,738,542,985,659,side lying,normal
5345,7,582,34,918,288,side lying,normal
5345,8,1118,311,1198,543,prone lying,normal
5346,1,669,398,967,573,standing,normal
5346,2,933,274,1163,419,prone lying,normal
5346,3,958,390,1141,558,side lying,normal
5346,4,919,515,1111,627,side lying,normal
5346,5,918,158,1184,253,standing,diet
5346,6,738,542,985,659,side lying,normal
5346,7,581,34,918,289,side lying,normal
5346,8,1118,311,1198,543,prone lying,normal
5347,1,669,398,967,573,standing,normal
5347,2,933,274,1163,419,prone lying,normal
5347,3,957,390,1141,558,side lying,normal
5347,4,920,515,1111,627,side lying,normal
5347,5,918,158,1184,253,standing,diet
5347,6,738,541,985,659,side lying,normal
5347,7,581,33,918,289,side lying,normal
5347,8,1118,311,1198,543,prone lying,normal
5348,1,669,398,967,573,standing,normal
5348,2,932,274,1162,419,prone lying,normal
5348,3,957,390,1141,558,side lying,normal
5348,4,921,514,1112,627,side lying,normal
5348,5,918,158,1184,253,standing,diet
5348,6,738,541,985,658,side lying,normal
5348,7,581,33,918,289,side lying,normal
5348,8,1118,311,1198,543,prone lying,normal
5349,1,669,398,967,573,standing,normal
5349,2,932,274,1162,419,prone lying,normal
5349,3,957,390,1141,558,side lying,normal
5349,4,921,512,1113,627,side lying,normal
5349,5,918,158,1184,252,standing,diet
5349,6,738,540,986,658,side lying,normal
5349,7,581,33,918,289,side lying,normal
5349,8,1117,311,1198,543,prone lying,normal
5350,1,668,398,967,573,standing,normal
5350,2,932,274,1161,419,prone lying,normal
5350,3,957,390,1141,558,side lying,normal
5350,4,921,511,1113,626,side lying,normal
5350,5,918,158,1184,252,standing,diet
5350,6,738,539,986,658,side lying,normal
5350,7,581,32,918,289,side lying,normal
5350,8,1117,311,1198,543,prone lying,normal
5351,1,668,398,967,573,standing,normal
5351,2,932,274,1161,419,prone lying,normal
5351,3,957,390,1141,558,side lying,normal
5351,4,922,511,1113,626,side lying,normal
5351,5,918,158,1184,252,standing,diet
5351,6,738,539,986,658,side lying,normal
5351,7,582,33,917,288,side lying,normal
5351,8,1117,311,1198,543,prone lying,normal
5352,1,669,398,967,573,standing,normal
5352,2,932,274,1161,419,prone lying,normal
5352,3,957,390,1141,558,side lying,normal
5352,4,922,510,1113,626,side lying,normal
5352,5,918,158,1184,252,standing,diet
5352,6,738,539,986,658,side lying,normal
5352,7,582,33,917,288,side lying,normal
5352,8,1117,311,1198,543,prone lying,normal
5353,1,668,398,967,573,standing,normal
5353,2,932,274,1161,419,prone lying,normal
5353,3,957,390,1141,558,side lying,normal
5353,4,922,509,1113,625,side lying,normal
5353,5,917,158,1184,252,standing,diet
5353,6,738,539,986,658,side lying,normal
5353,7,581,33,918,288,side lying,normal
5353,8,1117,311,1198,543,prone lying,normal
5354,1,668,398,967,573,standing,normal
5354,2,932,274,1161,419,prone lying,normal
5354,3,956,389,1141,558,side lying,normal
5354,4,921,509,1112,625,side lying,normal
5354,5,917,158,1184,252,standing,diet
5354,6,739,540,984,659,side lying,normal
5354,7,581,33,918,288,side lying,normal
5354,8,1117,311,1198,543,prone lying,normal
5355,1,668,397,967,573,standing,normal
5355,2,933,274,1161,418,prone lying,normal
5355,3,956,389,1141,558,side lying,normal
5355,4,921,508,1111,625,side lying,normal
5355,5,917,158,1184,252,standing,diet
5355,6,740,541,983,659,side lying,normal
5355,7,581,33,918,288,side lying,normal
5355,8,1117,311,1199,543,prone lying,normal
5356,1,668,397,967,573,standing,normal
5356,2,933,274,1161,418,prone lying,normal
5356,3,956,389,1141,558,side lying,normal
5356,4,920,508,1110,624,side lying,normal
5356,5,917,158,1184,252,standing,diet
5356,6,740,541,983,659,side lying,normal
5356,7,581,32,918,288,side lying,normal
5356,8,1117,311,1199,543,prone lying,normal
5357,1,668,397,968,573,standing,normal
5357,2,933,274,1162,418,prone lying,normal
5357,3,957,390,1141,558,side lying,normal
5357,4,921,510,1108,624,side lying,normal
5357,5,917,158,1184,252,standing,diet
5357,6,740,541,983,659,side lying,normal
5357,7,581,32,918,288,side lying,normal
5357,8,1117,311,1199,543,prone lying,normal
5358,1,668,396,968,573,standing,normal
5358,2,933,274,1162,417,prone lying,normal
5358,3,956,390,1141,558,side lying,normal
5358,4,922,511,1106,624,side lying,normal
5358,5,917,158,1184,252,standing,diet
5358,6,741,541,982,659,side lying,normal
5358,7,581,32,918,288,side lying,normal
5358,8,1117,311,1199,543,prone lying,normal
5359,1,668,396,968,573,standing,normal
5359,2,933,274,1162,417,prone lying,normal
5359,3,955,390,1141,558,side lying,normal
5359,4,922,512,1105,623,side lying,normal
5359,5,918,158,1183,252,standing,diet
5359,6,741,541,982,659,side lying,normal
5359,7,581,32,918,288,side lying,normal
5359,8,1117,311,1199,543,prone lying,normal
5360,1,668,396,968,573,standing,normal
5360,2,933,274,1161,417,prone lying,normal
5360,3,954,390,1140,558,side lying,normal
5360,4,922,513,1104,623,side lying,normal
5360,5,918,158,1183,252,standing,diet
5360,6,741,542,981,659,side lying,normal
5360,7,582,33,917,288,side lying,normal
5360,8,1117,311,1199,543,prone lying,normal
5361,1,669,396,968,573,standing,normal
5361,2,932,274,1161,417,prone lying,normal
5361,3,954,389,1141,558,side lying,normal
5361,4,923,515,1103,623,side lying,normal
5361,5,918,158,1183,251,standing,diet
5361,6,742,543,980,659,side lying,normal
5361,7,582,33,917,288,side lying,normal
5361,8,1117,311,1199,543,prone lying,normal
5362,1,669,396,968,573,standing,normal
5362,2,933,274,1161,417,prone lying,normal
5362,3,954,389,1140,558,side lying,normal
5362,4,924,517,1102,623,side lying,normal
5362,5,916,158,1184,253,standing,diet
5362,6,743,543,980,658,side lying,normal
5362,7,582,33,917,288,side lying,normal
5362,8,1117,311,1199,543,prone lying,normal
5363,1,669,396,968,573,standing,normal
5363,2,933,274,1162,417,prone lying,normal
5363,3,954,389,1140,558,side lying,normal
5363,4,922,516,1102,623,side lying,normal
5363,5,916,158,1183,253,standing,diet
5363,6,743,543,981,658,side lying,normal
5363,7,582,34,917,288,side lying,normal
5363,8,1118,311,1198,542,prone lying,normal
5364,1,669,396,968,573,standing,normal
5364,2,933,274,1162,417,prone lying,normal
5364,3,955,390,1141,558,side lying,normal
5364,4,920,514,1105,623,side lying,normal
5364,5,915,158,1183,253,standing,diet
5364,6,743,543,981,658,side lying,normal
5364,7,581,33,918,289,side lying,normal
5364,8,1118,311,1198,542,prone lying,normal
5365,1,668,396,968,573,standing,normal
5365,2,933,274,1162,417,prone lying,normal
5365,3,956,390,1142,558,side lying,normal
5365,4,918,513,1105,622,side lying,normal
5365,5,915,158,1183,253,standing,diet
5365,6,742,543,981,658,side lying,normal
5365,7,581,33,918,289,side lying,normal
5365,8,1117,311,1198,541,prone lying,normal
5366,1,668,396,968,573,standing,normal
5366,2,933,274,1162,417,prone lying,normal
5366,3,956,390,1142,558,side lying,normal
5366,4,917,511,1107,622,side lying,normal
5366,5,916,158,1182,253,standing,diet
5366,6,742,543,981,658,side lying,normal
5366,7,581,33,918,289,side lying,normal
5366,8,1117,311,1198,541,prone lying,normal
5367,1,669,396,968,573,standing,normal
5367,2,931,273,1161,417,prone lying,normal
5367,3,956,391,1142,558,side lying,normal
5367,4,917,511,1107,622,side lying,normal
5367,5,916,158,1182,253,standing,diet
5367,6,741,542,981,658,side lying,normal
5367,7,582,33,917,289,side lying,normal
5367,8,1117,311,1198,542,prone lying,normal
5368,1,669,396,969,573,standing,normal
5368,2,931,273,1161,417,prone lying,normal
5368,3,956,391,1142,559,side lying,normal
5368,4,918,512,1108,623,side lying,normal
5368,5,917,158,1182,253,standing,diet
5368,6,740,541,982,658,side lying,normal
5368,7,582,33,917,289,side lying,normal
5368,8,1117,311,1198,542,prone lying,normal
5369,1,669,396,969,573,standing,normal
5369,2,932,273,1161,417,prone lying,normal
5369,3,955,390,1141,558,side lying,normal
5369,4,918,513,1108,623,side lying,normal
5369,5,917,158,1182,253,standing,diet
5369,6,740,541,983,659,side lying,normal
5369,7,582,33,917,289,side lying,normal
5369,8,1117,311,1198,542,prone lying,normal
5370,1,670,396,970,573,standing,normal
5370,2,933,273,1162,417,prone lying,normal
5370,3,956,390,1143,558,side lying,normal
5370,4,918,513,1109,623,side lying,normal
5370,5,917,158,1182,253,standing,diet
5370,6,740,540,983,659,side lying,normal
5370,7,582,33,917,288,side lying,normal
5370,8,1117,311,1199,542,prone lying,normal
5371,1,670,396,971,573,standing,normal
5371,2,932,273,1161,417,prone lying,normal
5371,3,957,390,1144,558,side lying,normal
5371,4,918,512,1111,623,side lying,normal
5371,5,917,158,1182,252,standing,diet
5371,6,741,542,982,659,side lying,normal
5371,7,581,33,918,288,side lying,normal
5371,8,1117,311,1198,542,prone lying,normal
5372,1,671,396,972,573,standing,normal
5372,2,932,273,1161,417,prone lying,normal
5372,3,958,389,1144,558,side lying,normal
5372,4,918,511,1112,623,side lying,normal
5372,5,918,158,1181,252,standing,diet
5372,6,743,544,981,659,side lying,normal
5372,7,581,33,918,288,side lying,normal
5372,8,1117,311,1198,541,prone lying,normal
5373,1,671,396,973,573,standing,normal
5373,2,932,274,1161,417,prone lying,normal
5373,3,958,389,1144,558,side lying,normal
5373,4,915,509,1112,623,side lying,normal
5373,5,918,158,1181,252,standing,diet
5373,6,744,545,979,659,side lying,normal
5373,7,581,32,918,288,side lying,normal
5373,8,1117,311,1198,542,prone lying,normal
5374,1,670,396,973,574,standing,normal
5374,2,932,274,1161,418,prone lying,normal
5374,3,958,389,1144,559,side lying,normal
5374,4,914,509,1112,623,side lying,normal
5374,5,917,158,1180,252,standing,diet
5374,6,744,545,979,659,side lying,normal
5374,7,581,32,918,288,side lying,normal
5374,8,1117,311,1198,542,prone lying,normal
5375,1,669,396,973,575,standing,normal
5375,2,932,274,1161,418,prone lying,normal
5375,3,957,389,1144,559,side lying,normal
5375,4,911,508,1111,623,side lying,normal
5375,5,917,158,1180,252,standing,diet
5375,6,744,546,978,659,side lying,normal
5375,7,581,32,918,288,side lying,normal
5375,8,1117,311,1198,542,prone lying,normal
5376,1,668,396,973,575,standing,normal
5376,2,932,274,1161,418,prone lying,normal
5376,3,955,389,1142,559,side lying,normal
5376,4,909,507,1111,623,side lying,normal
5376,5,917,158,1180,252,standing,diet
5376,6,745,547,978,659,side lying,normal
5376,7,581,32,918,289,side lying,normal
5376,8,1117,311,1198,543,prone lying,normal
5377,1,667,396,973,576,standing,normal
5377,2,932,274,1161,419,prone lying,normal
5377,3,955,388,1141,559,side lying,normal
5377,4,909,507,1110,623,side lying,normal
5377,5,917,158,1180,252,standing,diet
5377,6,746,549,976,659,side lying,normal
5377,7,581,32,918,289,side lying,normal
5377,8,1117,311,1198,543,prone lying,normal
5378,1,668,396,973,576,standing,normal
5378,2,932,273,1163,419,prone lying,normal
5378,3,953,388,1140,559,side lying,normal
5378,4,906,505,1111,623,side lying,normal
5378,5,917,158,1180,252,standing,diet
5378,6,745,549,977,659,side lying,normal
5378,7,581,32,918,289,side lying,normal
5378,8,1117,311,1198,543,prone lying,normal
5379,1,668,396,972,575,standing,normal
5379,2,932,273,1161,419,prone lying,normal
5379,3,952,388,1140,559,side lying,normal
5379,4,905,503,1111,623,side lying,normal
5379,5,917,158,1180,252,standing,diet
5379,6,746,549,978,659,side lying,normal
5379,7,581,32,918,290,side lying,normal
5379,8,1117,311,1198,543,prone lying,normal
5380,1,668,396,972,575,standing,normal
5380,2,931,273,1161,419,prone lying,normal
5380,3,950,387,1139,559,side lying,normal
5380,4,905,503,1110,623,side lying,normal
5380,5,917,158,1180,252,standing,diet
5380,6,747,550,978,659,side lying,normal
5380,7,581,32,918,290,side lying,normal
5380,8,1117,311,1198,543,prone lying,normal
5381,1,668,395,972,575,standing,normal
5381,2,932,273,1163,419,prone lying,normal
5381,3,949,387,1139,559,side lying,normal
5381,4,904,503,1109,623,side lying,normal
5381,5,917,158,1180,252,standing,diet
5381,6,748,552,977,659,side lying,normal
5381,7,581,32,918,290,side lying,normal
5381,8,1117,311,1198,543,prone lying,normal
5382,1,669,395,973,575,standing,normal
5382,2,933,273,1163,419,prone lying,normal
5382,3,948,386,1139,560,side lying,normal
5382,4,903,504,1108,624,side lying,normal
5382,5,917,158,1179,252,standing,diet
5382,6,748,553,977,659,side lying,normal
5382,7,581,32,918,290,side lying,normal
5382,8,1117,311,1198,543,prone lying,normal
5383,1,670,395,974,575,standing,normal
5383,2,933,273,1163,419,prone lying,normal
5383,3,946,386,1138,560,side lying,normal
5383,4,903,505,1107,624,side lying,normal
5383,5,918,158,1179,252,standing,diet
5383,6,747,553,978,659,side lying,normal
5383,7,581,32,918,290,side lying,normal
5383,8,1117,311,1198,543,prone lying,normal
5384,1,669,395,975,575,standing,normal
5384,2,933,273,1163,419,prone lying,normal
5384,3,945,386,1137,560,side lying,normal
5384,4,902,504,1107,624,side lying,normal
5384,5,918,158,1179,252,standing,diet
5384,6,748,553,978,659,side lying,normal
5384,7,581,32,918,290,side lying,normal
5384,8,1117,311,1198,543,prone lying,normal
5385,1,670,396,976,575,standing,normal
5385,2,933,273,1163,419,prone lying,normal
5385,3,944,386,1137,560,side lying,normal
5385,4,902,504,1107,625,side lying,normal
5385,5,918,158,1179,252,standing,diet
5385,6,747,554,979,659,side lying,normal
5385,7,581,32,918,290,side lying,normal
5385,8,1117,311,1199,543,prone lying,normal
5386,1,670,396,977,576,standing,normal
5386,2,933,274,1163,419,prone lying,normal
5386,3,944,386,1137,560,side lying,normal
5386,4,902,505,1106,625,side lying,normal
5386,5,918,158,1179,252,standing,diet
5386,6,747,554,979,659,side lying,normal
5386,7,581,32,918,290,side lying,normal
5386,8,1117,311,1199,543,prone lying,normal
5387,1,670,397,978,577,standing,normal
5387,2,933,274,1163,419,prone lying,normal
5387,3,943,386,1137,560,side lying,normal
5387,4,903,506,1105,624,side lying,normal
5387,5,918,158,1179,252,standing,diet
5387,6,747,555,979,659,side lying,normal
5387,7,581,32,918,290,side lying,normal
5387,8,1117,311,1199,543,prone lying,normal
5388,1,671,397,979,577,standing,normal
5388,2,932,274,1162,419,prone lying,normal
5388,3,943,387,1137,560,side lying,normal
5388,4,903,506,1104,624,side lying,normal
5388,5,918,158,1179,252,standing,diet
5388,6,747,555,979,659,side lying,normal
5388,7,581,32,918,290,side lying,normal
5388,8,1117,311,1199,543,prone lying,normal
5389,1,671,398,980,578,standing,normal
5389,2,932,274,1163,419,prone lying,normal
5389,3,943,387,1138,560,side lying,normal
5389,4,903,506,1104,624,side lying,normal
5389,5,918,158,1179,252,standing,diet
5389,6,747,556,979,659,side lying,normal
5389,7,581,32,918,290,side lying,normal
5389,8,1117,311,1199,543,prone lying,normal
5390,1,671,398,981,578,standing,normal
5390,2,932,274,1162,419,prone lying,normal
5390,3,942,387,1138,560,side lying,normal
5390,4,903,507,1104,623,side lying,normal
5390,5,918,158,1177,252,standing,diet
5390,6,746,556,980,659,side lying,normal
5390,7,581,32,918,290,side lying,normal
5390,8,1117,311,1199,543,prone lying,normal
5391,1,671,398,981,578,standing,normal
5391,2,932,274,1161,419,prone lying,normal
5391,3,941,387,1138,560,side lying,normal
5391,4,904,507,1104,623,side lying,normal
5391,5,918,158,1177,252,standing,diet
5391,6,745,555,981,659,side lying,normal
5391,7,581,32,918,290,side lying,normal
5391,8,1117,311,1199,543,prone lying,normal
5392,1,670,398,982,579,standing,normal
5392,2,933,274,1162,419,prone lying,normal
5392,3,941,387,1138,560,side lying,normal
5392,4,904,508,1105,624,side lying,normal
5392,5,918,158,1176,251,standing,diet
5392,6,745,555,981,659,side lying,normal
5392,7,581,32,918,290,side lying,normal
5392,8,1117,311,1199,543,prone lying,normal
5393,1,670,398,982,579,standing,normal
5393,2,933,274,1163,419,prone lying,normal
5393,3,940,387,1137,560,side lying,normal
5393,4,905,509,1104,624,side lying,normal
5393,5,918,158,1176,251,standing,diet
5393,6,745,556,981,659,side lying,normal
5393,7,581,32,918,290,side lying,normal
5393,8,1117,311,1199,543,prone lying,normal
5394,1,670,398,982,579,standing,normal
5394,2,933,274,1163,419,prone lying,normal
5394,3,939,387,1138,560,side lying,normal
5394,4,905,509,1104,624,side lying,normal
5394,5,918,158,1176,251,standing,diet
5394,6,744,556,982,659,side lying,normal
5394,7,581,32,918,290,side lying,normal
5394,8,1117,311,1199,543,prone lying,normal
5395,1,670,398,982,579,standing,normal
5395,2,933,274,1163,419,prone lying,normal
5395,3,939,387,1138,560,side lying,normal
5395,4,905,510,1105,625,side lying,normal
5395,5,917,158,1176,251,standing,diet
5395,6,744,556,982,659,side lying,normal
5395,7,581,32,918,290,side lying,normal
5395,8,1117,311,1199,543,prone lying,normal
5396,1,669,398,982,579,standing,normal
5396,2,933,274,1163,419,prone lying,normal
5396,3,939,386,1138,560,side lying,normal
5396,4,905,510,1105,625,side lying,normal
5396,5,917,158,1176,251,standing,diet
5396,6,744,556,982,659,side lying,normal
5396,7,581,32,918,290,side lying,normal
5396,8,1117,311,1199,543,prone lying,normal
5397,1,669,398,982,579,standing,normal
5397,2,933,274,1163,419,prone lying,normal
5397,3,939,386,1139,560,side lying,normal
5397,4,904,510,1105,625,side lying,normal
5397,5,917,158,1176,252,standing,diet
5397,6,743,555,983,659,side lying,normal
5397,7,582,32,917,290,side lying,normal
5397,8,1117,311,1199,543,prone lying,normal
5398,1,670,398,982,578,standing,normal
5398,2,933,274,1163,419,prone lying,normal
5398,3,939,386,1139,560,side lying,normal
5398,4,904,509,1106,625,side lying,normal
5398,5,917,158,1175,252,standing,diet
5398,6,742,555,984,659,side lying,normal
5398,7,582,32,917,290,side lying,normal
5398,8,1117,311,1199,543,prone lying,normal
5399,1,669,398,981,578,standing,normal
5399,2,933,274,1163,419,prone lying,normal
5399,3,939,386,1140,560,side lying,normal
5399,4,903,508,1107,625,side lying,normal
5399,5,917,158,1175,252,standing,diet
5399,6,742,555,984,659,side lying,normal
5399,7,582,32,917,290,side lying,normal
5399,8,1117,311,1199,543,prone lying,normal
5400,1,669,398,981,578,standing,normal
5400,2,932,274,1163,419,prone lying,normal
5400,3,939,386,1140,560,side lying,normal
5400,4,903,507,1108,625,side lying,normal
5400,5,917,158,1175,252,standing,diet
5400,6,742,555,984,659,side lying,normal
5400,7,582,32,917,290,side lying,normal
5400,8,1117,311,1199,543,prone lying,normal
5401,1,670,398,979,577,standing,normal
5401,2,932,273,1163,419,prone lying,normal
5401,3,939,387,1140,560,side lying,normal
5401,4,904,507,1109,625,side lying,normal
5401,5,917,158,1174,251,standing,diet
5401,6,742,555,984,659,side lying,normal
5401,7,582,32,917,289,side lying,normal
5401,8,1118,311,1198,542,prone lying,normal
5402,1,670,398,979,577,standing,normal
5402,2,932,273,1164,419,prone lying,normal
5402,3,939,387,1140,560,side lying,normal
5402,4,904,507,1108,625,side lying,normal
5402,5,917,158,1174,251,standing,diet
5402,6,742,555,984,659,side lying,normal
5402,7,582,32,917,289,side lying,normal
5402,8,1118,311,1198,542,prone lying,normal
5403,1,670,399,979,577,standing,normal
5403,2,932,273,1164,419,prone lying,normal
5403,3,940,387,1140,560,side lying,normal
5403,4,905,507,1108,625,side lying,normal
5403,5,917,158,1174,251,standing,diet
5403,6,741,555,985,659,side lying,normal
5403,7,582,32,917,289,side lying,normal
5403,8,1118,311,1198,542,prone lying,normal
5404,1,670,399,979,576,standing,normal
5404,2,932,272,1164,419,prone lying,normal
5404,3,939,388,1140,560,side lying,normal
5404,4,904,507,1109,625,side lying,normal
5404,5,917,158,1174,251,standing,diet
5404,6,741,554,985,659,side lying,normal
5404,7,582,32,917,288,side lying,normal
5404,8,1118,311,1198,541,prone lying,normal
5405,1,669,399,979,576,standing,normal
5405,2,932,272,1164,419,prone lying,normal
5405,3,939,388,1141,560,side lying,normal
5405,4,904,507,1109,625,side lying,normal
5405,5,917,158,1173,251,standing,diet
5405,6,740,554,986,659,side lying,normal
5405,7,582,32,917,288,side lying,normal
5405,8,1118,311,1198,541,prone lying,normal
5406,1,669,399,979,576,standing,normal
5406,2,932,272,1164,419,prone lying,normal
5406,3,940,388,1140,560,side lying,normal
5406,4,904,506,1109,625,side lying,normal
5406,5,917,158,1173,251,standing,diet
5406,6,740,554,985,659,side lying,normal
5406,7,582,32,917,288,side lying,normal
5406,8,1118,311,1198,541,prone lying,normal
5407,1,669,399,979,576,standing,normal
5407,2,931,272,1162,419,prone lying,normal
5407,3,940,388,1140,560,side lying,normal
5407,4,904,506,1109,625,side lying,normal
5407,5,918,158,1173,251,standing,diet
5407,6,740,553,985,659,side lying,normal
5407,7,582,32,917,288,side lying,normal
5407,8,1118,311,1198,541,prone lying,normal
5408,1,670,399,978,576,standing,normal
5408,2,931,272,1162,419,prone lying,normal
5408,3,940,389,1140,560,side lying,normal
5408,4,904,506,1109,625,side lying,normal
5408,5,918,158,1173,251,standing,diet
5408,6,740,553,985,659,side lying,normal
5408,7,582,32,917,288,side lying,normal
5408,8,1117,311,1199,541,prone lying,normal
5409,1,669,399,978,576,standing,normal
5409,2,931,272,1161,419,prone lying,normal
5409,3,940,389,1140,560,side lying,normal
5409,4,904,505,1109,625,side lying,normal
5409,5,918,158,1173,251,standing,diet
5409,6,740,553,985,659,side lying,normal
5409,7,582,32,917,288,side lying,normal
5409,8,1117,311,1199,541,prone lying,normal
5410,1,669,399,977,575,standing,normal
5410,2,931,272,1161,419,prone lying,normal
5410,3,939,389,1141,560,side lying,normal
5410,4,904,505,1109,625,side lying,normal
5410,5,918,158,1173,251,standing,diet
5410,6,740,553,985,659,side lying,normal
5410,7,582,32,917,288,side lying,normal
5410,8,1117,310,1199,541,prone lying,normal
5411,1,669,399,977,575,standing,normal
5411,2,932,272,1163,419,prone lying,normal
5411,3,939,388,1141,560,side lying,normal
5411,4,904,505,1109,625,side lying,normal
5411,5,918,158,1173,251,standing,diet
5411,6,740,553,985,659,side lying,normal
5411,7,582,32,917,288,side lying,normal
5411,8,1118,311,1198,541,prone lying,normal
5412,1,669,399,976,575,standing,normal
5412,2,932,272,1163,419,prone lying,normal
5412,3,939,388,1141,559,side lying,normal
5412,4,905,506,1108,625,side lying,normal
5412,5,918,158,1173,251,standing,diet
5412,6,740,553,985,659,side lying,normal
5412,7,582,32,917,288,side lying,normal
5412,8,1117,311,1199,541,prone lying,normal
5413,1,669,399,976,574,standing,normal
5413,2,933,272,1163,419,prone lying,normal
5413,3,939,388,1141,559,side lying,normal
5413,4,905,506,1108,625,side lying,normal
5413,5,918,158,1172,251,standing,diet
5413,6,740,553,985,659,side lying,normal
5413,7,582,32,917,288,side lying,normal
5413,8,1118,311,1198,541,prone lying,normal
5414,1,668,399,976,574,standing,normal
5414,2,933,272,1163,419,prone lying,normal
5414,3,939,388,1141,559,side lying,normal
5414,4,905,506,1108,625,side lying,normal
5414,5,918,158,1172,251,standing,diet
5414,6,740,553,985,659,side lying,normal
5414,7,582,32,917,288,side lying,normal
5414,8,1117,311,1199,541,prone lying,normal
5415,1,668,399,978,575,standing,normal
5415,2,933,272,1163,419,prone lying,normal
5415,3,939,388,1141,559,side lying,normal
5415,4,905,506,1108,625,side lying,normal
5415,5,918,158,1172,251,standing,diet
5415,6,740,553,985,659,side lying,normal
5415,7,582,32,917,288,side lying,normal
5415,8,1117,311,1199,541,prone lying,normal
5416,1,668,399,978,575,standing,normal
5416,2,933,272,1163,418,prone lying,normal
5416,3,939,389,1141,559,side lying,normal
5416,4,905,505,1108,625,side lying,normal
5416,5,918,158,1172,251,standing,diet
5416,6,740,553,985,659,side lying,normal
5416,7,582,32,917,288,side lying,normal
5416,8,1117,311,1199,541,prone lying,normal
5417,1,668,399,977,575,standing,normal
5417,2,933,272,1163,418,prone lying,normal
5417,3,939,389,1141,560,side lying,normal
5417,4,905,505,1108,625,side lying,normal
5417,5,919,158,1171,251,standing,diet
5417,6,740,553,985,659,side lying,normal
5417,7,582,32,917,288,side lying,normal
5417,8,1117,310,1199,541,prone lying,normal
5418,1,668,399,977,575,standing,normal
5418,2,933,272,1163,418,prone lying,normal
5418,3,939,388,1142,560,side lying,normal
5418,4,905,505,1108,625,side lying,normal
5418,5,919,158,1171,251,standing,diet
5418,6,740,553,985,659,side lying,normal
5418,7,582,32,917,288,side lying,normal
5418,8,1117,310,1199,541,prone lying,normal
5419,1,668,399,977,574,standing,normal
5419,2,933,272,1163,418,prone lying,normal
5419,3,939,388,1142,559,side lying,normal
5419,4,905,505,1108,625,side lying,normal
5419,5,919,158,1171,250,standing,diet
5419,6,740,553,985,659,side lying,normal
5419,7,582,32,917,288,side lying,normal
5419,8,1117,310,1199,541,prone lying,normal
5420,1,668,399,978,575,standing,normal
5420,2,933,272,1164,418,prone lying,normal
5420,3,939,388,1142,559,side lying,normal
5420,4,904,505,1109,625,side lying,normal
5420,5,918,158,1170,250,standing,diet
5420,6,741,553,984,658,side lying,normal
5420,7,582,32,917,288,side lying,normal
5420,8,1117,310,1199,541,prone lying,normal
5421,1,668,399,978,575,standing,normal
5421,2,933,272,1164,419,prone lying,normal
5421,3,939,387,1142,559,side lying,normal
5421,4,904,505,1109,625,side lying,normal
5421,5,918,158,1170,250,standing,diet
5421,6,741,553,984,658,side lying,normal
5421,7,582,32,917,288,side lying,normal
5421,8,1117,310,1199,541,prone lying,normal
5422,1,668,399,978,575,standing,normal
5422,2,933,272,1163,418,prone lying,normal
5422,3,939,388,1142,558,side lying,normal
5422,4,904,504,1109,625,side lying,normal
5422,5,918,158,1170,250,standing,diet
5422,6,741,553,984,657,side lying,normal
5422,7,582,32,917,288,side lying,normal
5422,8,1117,310,1199,541,prone lying,normal
5423,1,668,399,978,575,standing,normal
5423,2,933,272,1163,418,prone lying,normal
5423,3,939,388,1142,558,side lying,normal
5423,4,904,504,1109,625,side lying,normal
5423,5,918,158,1170,250,standing,diet
5423,6,741,553,984,657,side lying,normal
5423,7,582,32,917,288,side lying,normal
5423,8,1117,310,1199,541,prone lying,normal
5424,1,668,399,978,576,standing,normal
5424,2,933,272,1163,418,prone lying,normal
5424,3,939,388,1142,558,side lying,normal
5424,4,905,504,1108,625,side lying,normal
5424,5,919,158,1170,250,standing,diet
5424,6,741,553,984,657,side lying,normal
5424,7,582,32,917,288,side lying,normal
5424,8,1117,310,1199,541,prone lying,normal
5425,1,668,399,978,576,standing,normal
5425,2,932,272,1164,418,prone lying,normal
5425,3,939,388,1142,558,side lying,normal
5425,4,905,504,1108,625,side lying,normal
5425,5,920,158,1170,250,standing,diet
5425,6,741,553,984,657,side lying,normal
5425,7,582,32,917,288,side lying,normal
5425,8,1117,310,1199,541,prone lying,normal
5426,1,668,399,978,576,standing,normal
5426,2,932,272,1164,418,prone lying,normal
5426,3,939,388,1142,558,side lying,normal
5426,4,904,504,1108,625,side lying,normal
5426,5,920,159,1170,250,standing,diet
5426,6,741,553,984,657,side lying,normal
5426,7,582,32,917,288,side lying,normal
5426,8,1117,310,1199,541,prone lying,normal
5427,1,668,399,978,576,standing,normal
5427,2,932,272,1162,418,prone lying,normal
5427,3,939,388,1142,558,side lying,normal
5427,4,904,504,1108,625,side lying,normal
